# QDB Assay Design Statistics

## Basic Statistics
Statistic,Value
Total Valid Designs,1844022
Target Length (avg),100.00 ± 0.00
Target Length (min-max),100 - 100
Capture Probe Length (avg),50.00 ± 0.00
Capture Probe Length (min-max),50 - 50
Reporter Probe Length (avg),50.00 ± 0.00
Reporter Probe Length (min-max),50 - 50

## GC Content Statistics
Probe Type,Avg GC (%),Std Dev,Min (%),Max (%)
Capture Probe,46.02,4.15,40.00,58.33
Reporter Probe,46.07,4.19,40.00,60.00

## Melting Temperature Statistics
Probe Type,Avg Tm (°C),Std Dev,Min (°C),Max (°C)
Capture Probe,68.58,1.90,61.92,72.00
Reporter Probe,68.59,1.90,61.92,72.00

## Top 30 Organisms
Organism,Count,Percent,Strain Count
MAG: TTV-like mini virus isolate SAfiA-224-31,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-225-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-232-17,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-232-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-234-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-244-6,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-245-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-252-14,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-254-13,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-263-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-265-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-269-4,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-273-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-274-17,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-277-26,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-306B-32,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-308-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-309-24,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-309-26,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-312-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-319-29,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-324-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-325-17,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-325-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-326-6,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-327-14,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-330-21,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-330-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-331-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-338-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-340-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-341-16,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-341-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-349-64,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-361-33,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-362-23,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-364-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-380-53,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-111,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-113,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-155,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-86,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-398-24,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-400-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-401-15,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-401-26,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-440-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-445-4,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-455-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-461-4,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-482-3,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-500-26,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-500-39,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-523-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-529-16,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-532-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-536-4,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-542-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-542-31,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-552-22,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-565-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-572-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-574-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-577-185,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-577-72,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-581-14,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-581-31,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-581-42,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-595-27,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-5A-14,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-606-3,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-615-985,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-622-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-644-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-652-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-676-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-678-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-680-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-682-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-686-3,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-687-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-71-16,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-71-24,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-739-1,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-780-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-808-6,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-810-46,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-833-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-842-5,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-856-363,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-857-189,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-87-36,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-88-35,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-900-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-94-35,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-247-25,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-35-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-35-50,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-539-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-686-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-873-32,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-122-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-264-15,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-572-28,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-869-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-873-43,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-476-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-498-3,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-609-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-316-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-502-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-35-41,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-484-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-640-16,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-39-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-326-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-610-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-361-37,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-362-13,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-83-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-833-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-31-27,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-479-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-589-21,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-595-26,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-109-3,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-326-15,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-34-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-35-54,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-390-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-402-23,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-452-1,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-57-28,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-632-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-678-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-87-21,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-314-30,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-97-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-306B-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-35-34,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-353-49,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-369-14,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-460-5,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-502-37,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-584-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-113-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-247-26,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-353-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-353-57,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-369-21,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-461-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-47-13,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-478-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-481-13,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-483-1,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-532-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-535-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-566-25,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-587-170,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-611-151,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-616-26,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-624-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-634-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-676-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-686-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-71-27,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-797-31,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-833-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-84-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-857-205,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-87-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-87-28,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-873-29,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-883-3,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-116-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-130-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-235-22,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-235-24,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-299A-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-326-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-330-5,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-348-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-352-16,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-387-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-68,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-92,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-95,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-534-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-578-13,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-582-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-587-71,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-5A-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-625-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-642-27,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-687-13,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-731-6,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-77-94,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-873-24,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-390-10,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-578-36,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-647-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-254-27,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-98,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-449-8,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-353-16,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-51-23,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-646-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-38-9,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-563-6,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-822-14,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-11-25,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-13-7,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-251-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-361-36,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-569-50,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-593-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-626-28,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-642-35,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-666-17,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-723-2,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-810-56,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-842-11,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-94-34,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-224-32,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-297-107,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-334-30,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-350-21,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-35-31,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-380-32,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-385-12,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-388-124,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-401-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-4-21,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-421-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-546-19,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-547-20,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-583-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-587-106,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-590-18,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-590-78,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-611-259,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-636-86,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-727-6,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-77-109,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-812-68,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-825-0,3,0.00016268786381073546,1
MAG: TTV-like mini virus isolate SAfiA-868-21,3,0.00016268786381073546,1
TTV-like mini virus strain vzttmv1,3,0.00016268786381073546,1
TTV-like mini virus isolate TTMV-204,3,0.00016268786381073546,1
Rockport virus isolate MSB57411 segment L,3,0.00016268786381073546,1
Rockport virus isolate MSB57413 segment S,3,0.00016268786381073546,1
Nepuyo virus isolate BeAn10709 segment M,3,0.00016268786381073546,1
Bamboo rat circovirus isolate BrCV-GD/X5,3,0.00016268786381073546,1
Bamboo rat circovirus isolate BrCV-GD/X6,3,0.00016268786381073546,1
Bamboo rat circovirus isolate BrCV-GD/X7,3,0.00016268786381073546,1
Bamboo rat circovirus isolate BrCV-GD/X15,3,0.00016268786381073546,1
Bamboo rat circovirus isolate FJNP,3,0.00016268786381073546,1
Bamboo rat circovirus isolate Guilin 03,3,0.00016268786381073546,1
Bamboo rat circovirus isolate GXLA,3,0.00016268786381073546,1
Equid herpesvirus 1 isolate Egypt/VSVRI/Zahraa2014 envelope glycoprotein D mRNA,3,0.00016268786381073546,1
Canine circovirus isolate MED_23,3,0.00016268786381073546,1
Canine circovirus isolate MED_24,3,0.00016268786381073546,1
Canine circovirus isolate MED_25,3,0.00016268786381073546,1
Canine circovirus isolate 426,3,0.00016268786381073546,1
Canine circovirus isolate 590,3,0.00016268786381073546,1
Canine circovirus strain 284,3,0.00016268786381073546,1
Canine circovirus isolate FNA4,3,0.00016268786381073546,1
Canine circovirus isolate FLC21,3,0.00016268786381073546,1
Canine circovirus strain CanineCV-1367/2016,3,0.00016268786381073546,1
Canine circovirus isolate CQ76,3,0.00016268786381073546,1
Canine circovirus isolate CQ82,3,0.00016268786381073546,1
Canine circovirus isolate WM66,3,0.00016268786381073546,1
Canine circovirus isolate WM84,3,0.00016268786381073546,1
Canine circovirus strain CD17/2016,3,0.00016268786381073546,1
Canine circovirus strain Bari/411-13,3,0.00016268786381073546,1
Canine circovirus isolate 214,3,0.00016268786381073546,1
Orthohantavirus seoulense strain HBCZ88/1999 segment L,3,0.00016268786381073546,1
Orthohantavirus seoulense strain HBL3/2005 segment L,3,0.00016268786381073546,1
Orthohantavirus seoulense strain Rn10-145/NGS RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Schmallenberg virus strain SBV/2013/TR/Krkl.1 nucleocapsid (N) gene,3,0.00016268786381073546,1
Schmallenberg virus isolate HL1 segment M,3,0.00016268786381073546,1
Schmallenberg virus isolate HL1 segment S,3,0.00016268786381073546,1
Schmallenberg virus strain Na1 isolate Na1-CNS RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Schmallenberg virus strain Na1 isolate Na1-BHK21-P2 RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Schmallenberg virus strain Na1 isolate Na1-BHK21-P10 RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Schmallenberg virus strain Na2 isolate Na2-CNS RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Schmallenberg virus strain Na2 isolate Na2-BHK21-P2 RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Schmallenberg virus strain Na2 isolate Na2-BHK21-P10 RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Schmallenberg virus strain Na1 isolate Na1-CNS N protein and Nss protein genes,3,0.00016268786381073546,1
Schmallenberg virus strain Na1 isolate Na1-BHK21-P2 N protein and Nss protein genes,3,0.00016268786381073546,1
Schmallenberg virus strain Na1 isolate Na1-BHK21-P10 N protein and Nss protein genes,3,0.00016268786381073546,1
Schmallenberg virus strain Na2 isolate Na2-CNS N protein and Nss protein genes,3,0.00016268786381073546,1
Schmallenberg virus strain Na2 isolate Na2-BHK21-P2 N protein and Nss protein genes,3,0.00016268786381073546,1
Schmallenberg virus strain Na2 isolate Na2-BHK21-P10 N protein and Nss protein genes,3,0.00016268786381073546,1
Shuni orthobunyavirus strain ISR-222/20 segment M,3,0.00016268786381073546,1
Human lung-associated vientovirus FB,3,0.00016268786381073546,1
Norovirus GIV genotype GIV.2 nonstructural polyprotein (ORF1),3,0.00016268786381073546,1
MAG: Norovirus GIV isolate FPV-1,3,0.00016268786381073546,1
Laibin virus strain MM4377M17 RNA-dependent RNA polymerase gene,3,0.00016268786381073546,1
Laibin virus isolate BT33 segment S,3,0.00016268786381073546,1
Laibin virus isolate BT33 segment M,3,0.00016268786381073546,1
Basavirus sp. isolate 16845_64,3,0.00016268786381073546,1
Carnivore chaphamaparvovirus 1 isolate NWT-W88,3,0.00016268786381073546,1
Carnivore chaphamaparvovirus 1 isolate NWT-W78,3,0.00016268786381073546,1
MAG: Cressdnaviricota sp. isolate 158CRE,3,0.00016268786381073546,1
Faeces associated gemycircularvirus 15 isolate 53_Fec7_dog,3,0.00016268786381073546,1
Mink circovirus strain HB3,3,0.00016268786381073546,1
Mink circovirus strain HB18,3,0.00016268786381073546,1
Mink circovirus strain HL24,3,0.00016268786381073546,1
Mink circovirus strain SD16,3,0.00016268786381073546,1
Mink circovirus strain LN19,3,0.00016268786381073546,1
Mink circovirus strain JL28,3,0.00016268786381073546,1
Mink circovirus strain HEB15,3,0.00016268786381073546,1
Brno virus strain 7/2012/CZE glycoprotein precursor,3,0.00016268786381073546,1
Calfel virus LSF17_cyc102,3,0.00016268786381073546,1
Human herpesvirus 2 isolate 11 genome assembly,3,0.00016268786381073546,1
Human herpesvirus 2 strain SD90e,3,0.00016268786381073546,1
Torque teno virus isolate 0405_TTV2,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S44a,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S63,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S64,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S67,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S81,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S86,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S90,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S91,2,0.00010845857587382364,1
UNVERIFIED: Torque teno virus isolate S96,2,0.00010845857587382364,1
Rocahepevirus ratti strain Rn11-8,2,0.00010845857587382364,1
BeAn 58058 virus strain BeAn58058,2,0.00010845857587382364,1
Rotavirus I strain KE135/2012 VP2 gene,2,0.00010845857587382364,1
Hudisavirus sp. isolate ETH_P25_2016,2,0.00010845857587382364,1
Influenza A virus (A_Changsha_34_2017(H7N9)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes,2,0.00010845857587382364,1
Influenza A virus (A_Changsha_50_2017(H7N9)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes,2,0.00010845857587382364,1
Influenza A virus (A_Changsha_50_2017(H7N9)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes,2,0.00010845857587382364,1
Influenza A virus (A_Guangdong_GZ8H002_2017(H7N9)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes,2,0.00010845857587382364,1
Influenza A virus (A_Aktobe_3_2015(H1N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes,2,0.00010845857587382364,1
Influenza A virus (A_Hunan_44557_2015(H9N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes,2,0.00010845857587382364,1
